anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
197,tt0286106,Cunningham gives Merrill a pamphlet.,He gives her a pamphlet.,['He gives her a pamphlet.']
198,tt0286106,Merrill stares at Cunningham,He stares at her.,['He stares at her.']
199,tt0286106,Merrill nods.,He nods.,['He nods.']
200,tt0286106,A scruffy young man's filling out a form.,He is filling out a form.,['He is filling out a form.']
201,tt0286106,Lionel smirks.,He smirks.,['He smirks.']
202,tt0286106,Lionel has stubble on his chin and wears a t-shirt and sleeveless biker jacket.,He has stubble on his chin and wears a t-shirt and sleeveless biker jacket.,"['He has stubble on his chin.', 'He wears a t-shirt.', 'He wears a sleeveless biker jacket.']"
203,tt0286106,Merrill folds up the pamphlet and puts it in his pocket.,He folds up the pamphlet and puts it in his pocket.,"['He folds up the pamphlet.', 'He puts it in his pocket.']"
204,tt0286106,Merrill walks solemnly towards the door.,He walks solemnly towards the door.,['He walks solemnly towards the door.']
205,tt0286106,Merrill stops just behind Lionel and jerks as though about to hit him.,He stops just behind him and jerks as though about to hit him.,"['He stops just behind him.', 'He jerks as though about to hit him.']"
206,tt0286106,Lionel flinches.,He flinches.,['He flinches.']
207,tt0286106,And Merrill leaves.,And he leaves.,['He leaves.']
208,tt0286106,"In the bookshop, Bo sits at a table and sips a glass of water.",He sits at a table and sips a glass of water.,"['He sits at a table.', 'He sips a glass of water.']"
209,tt0286106,A cola commercial comes on TV.,A cola commercial comes on TV.,['A cola commercial comes on TV.']
210,tt0286106,Morgan holds the book out to the lady.,He holds the book out to her.,['He holds the book out to her.']
211,tt0286106,In the pharmacy.,In the pharmacy.,['She is in the pharmacy.']
212,tt0286106,Tracy thinks.,He thinks.,['He thinks.']
213,tt0286106,Merrill Morgan and Bo are already eating in a pizza restaurant when Graham comes in and sits at their table.,Merrill Morgan and Bo are already eating in a pizza restaurant when he comes in and sits at their table.,"['Merrill Morgan and Bo are already eating in a pizza restaurant.', 'He comes in.', 'He sits at their table.']"
214,tt0286106,The other three nod.,The other three nod.,['The other three nod.']
215,tt0286106,Graham sighs and nods back.,He sighs and nods back.,"['He sighs.', 'He nods back.']"
216,tt0286106,"Then, glances out of the restaurant doorway.","Then, glances out of the restaurant doorway.","['Then, glances out of the restaurant doorway.']"
217,tt0286106,"His expression hardens when Graham sees a young dark-haired man of Asian descent strolling down the sidewalk, and opening the back door of a brown Chevrolet four by four.","His expression hardens when he sees a young dark-haired man of Asian descent strolling down the sidewalk, and opening the back door of a brown Chevrolet four by four.","['His expression hardens when he sees a young dark-haired man of Asian descent.', 'The man strolls down the sidewalk.', 'He opens the back door of a brown Chevrolet four by four.']"
218,tt0286106,Morgan follows his father's gaze and looks out of the doorway at the man.,He follows his gaze and looks out of the doorway at him.,"['He follows his gaze.', 'He looks out of the doorway at him.']"
219,tt0286106,Merrill also gazes out at the young man.,He also gazes out at the young man.,['He gazes out at the young man.']
220,tt0286106,"Graham and his family stare fixedly out at the young man, who shuts his car door and glances over at the restaurant.","He stares fixedly out at the young man, who shuts his car door and glances over at the restaurant.","['He stares fixedly out at the young man.', 'The young man shuts his car door.', 'The young man glances over at the restaurant.']"
221,tt0286106,Graham sees the family gazing back at him.,He sees them gazing back at him.,"['He sees them.', 'They gaze back at him.']"
222,tt0286106,And his mouth opens in surprise.,And his mouth opens in surprise.,['His mouth opens in surprise.']
223,tt0286106,Graham takes a deep breath.,He takes a deep breath.,['He takes a deep breath.']
224,tt0286106,"And the young man looks unsettled as Ray gets into his driver's seat, and fires up the engine.","And the young man looks unsettled as he gets into his driver's seat, and fires up the engine.","['The young man looks unsettled.', ""He gets into his driver's seat."", 'He fires up the engine.']"
225,tt0286106,"The four by four swings out of its parking bay, and accelerates off down the road.","The four by four swings out of its parking bay, and accelerates off down the road.","['The four by four swings out of its parking bay.', 'It accelerates off down the road.']"
226,tt0286106,"Graham turns back to the table and takes a bite of pizza, while Merrill Morgan and Bo continue looking out at the street.","He turns back to the table and takes a bite of pizza, while they continue looking out at the street.","['He turns back to the table.', 'He takes a bite of pizza.', 'They continue looking out at the street.']"
227,tt0286106,"Graham station wagon returns to the farm, and pulls up outside Merrill converted barn.","He returns to the farm, and pulls up outside her converted barn.","['He returns to the farm.', 'He pulls up outside her converted barn.']"
228,tt0286106,"Merrill and Graham undo their seat belts, then, turn round to the buzzing noise coming from the back.","They undo their seat belts, then, turn round to the buzzing noise coming from the back.","['They undo their seat belts.', 'Then, they turn round to the buzzing noise coming from the back.']"
229,tt0286106,Morgan picks up a pale blue radio receiver from beside him on the seat.,He picks up a pale blue radio receiver from beside him on the seat.,['He picks up a pale blue radio receiver from beside him on the seat.']
230,tt0286106,Bo sits next to Morgan in a child's car seat.,He sits next to her in a child's car seat.,"['He sits next to her.', ""He is in a child's car seat.""]"
231,tt0286106,Bo watches Morgan as Morgan puts the receiver to his ear.,He watches him put the receiver to his ear.,"['He watches him.', 'He puts the receiver to his ear.']"
232,tt0286106,Morgan points to the sky.,He points to the sky.,['He points to the sky.']
233,tt0286106,Merrill sighs and turns away.,He sighs and turns away.,"['He sighs.', 'He turns away.']"
234,tt0286106,"Graham watches his brother, then, ponders and turns back to Morgan","He watches him, then ponders and turns back to her.","['He watches him.', 'He ponders.', 'He turns back to her.']"
235,tt0286106,Graham reaches back.,He reaches back.,['He reaches back.']
236,tt0286106,And Morgan gives him the receiver.,And he gives him the receiver.,['He gives him the receiver.']
237,tt0286106,Graham and Merrill stare at each other and listen.,They stare at each other and listen.,"['They stare at each other.', 'They listen.']"
238,tt0286106,Merrill sits back exasperated.,He sits back exasperated.,"['He sits back.', 'He is exasperated.']"
239,tt0286106,"Graham gets out, followed by the rest of the family.","He gets out, followed by the rest of the family.","['He gets out.', 'The rest of the family follows.']"
240,tt0286106,Bo freezes in shock.,He freezes in shock.,['He freezes in shock.']
241,tt0286106,Merrill looks down at Morgan and considers.,He looks down at her and considers.,"['He looks down at her.', 'He considers.']"
242,tt0286106,Graham leans back down into the car.,He leans back down into the car.,['He leans back down into the car.']
243,tt0286106,Merrill looks uneasy.,He looks uneasy.,['He looks uneasy.']
244,tt0286106,Graham slowly stands.,He slowly stands.,['He slowly stands.']
245,tt0286106,Merrill reaches out his hand.,He reaches out his hand.,['He reaches out his hand.']
246,tt0286106,Merrill and Graham both hold the receiver across the car roof.,They both hold the receiver across the car roof.,"['They both hold the receiver.', 'They hold the receiver across the car roof.']"
247,tt0286106,Morgan climbs onto the roof of the car.,He climbs onto the roof of the car.,['He climbs onto the roof of the car.']
248,tt0286106,Morgan crawls towards Graham and Merrill,He crawls towards him and her.,"['He crawls towards him.', 'He crawls towards her.']"
249,tt0286106,And takes the receiver.,And takes the receiver.,['And takes the receiver.']
250,tt0286106,Bo runs round to the bonnet.,He runs round to the bonnet.,['He runs round to the bonnet.']
251,tt0286106,Bo clambers up.,He clambers up.,['He clambers up.']
252,tt0286106,And Graham sits on the bonnet to prevent her from getting any further.,And he sits on the bonnet to prevent her from getting any further.,['He sits on the bonnet to prevent her from getting any further.']
253,tt0286106,Merrill gets onto the roof with Morgan and holds him steady as Morgan points the receiver up to the sky.,He gets onto the roof with him and holds him steady as he points the receiver up to the sky.,"['He gets onto the roof with him.', 'He holds him steady.', 'He points the receiver up to the sky.']"
