text_gt,text_gt_wo_char
"The scarecrow squirts oil in the tin man's mouth, then hands the oil can back to Dorothy.","He squirts oil in her mouth, then hands the oil can back to her."
She does the same.,She does the same.
"The tin man flexes his jaw, then opens and shuts his mouth.","He flexes his jaw, then opens and shuts his mouth."
"They oil his joints, he lowers his arm with the axe.","They oil his joints, he lowers his arm with the axe."
They move his arms.,They move his arms.
The lion chases Toto into the bushes.,The lion chases her into the bushes.
"Dorothy picks him up, comes out from the undergrowth and smacks the lion on the nose.","She picks him up, comes out from the undergrowth and smacks the lion on the nose."
"In black and white, Dorothy wakes up on her bed.","In black and white, she wakes up on her bed."
Auntie Em has placed a cloth on her head.,He has placed a cloth on his head.
He'll be fidgets with her gloves.,He'll be fidgets with her gloves.
He puts a flower on his lapel.,He puts a flower on his lapel.
She raises her hand.,She raises her hand.
A man paces inside a barred cube in the middle of the room.,A man paces inside a barred cube in the middle of the room.
A single cot sits in the corner.,A single cot sits in the corner.
Hildy grabs a chair.,She grabs a chair.
They speak through the cell walls.,They speak through the cell walls.
She lights a cigarette.,She lights a cigarette.
They stand.,They stand.
She runs to the desk.,She runs to the desk.
She rips the phone line.,She rips the phone line.
She swings the door closed.,She swings the door closed.
"Eyes wide, Williams points the gun at Hildy.","Eyes wide, he points the gun at her."
He fires at the window shade.,He fires at the window shade.
They salute each other.,They salute each other.
Walter locks the door.,He locks the door.
Tracy sneers.,She sneers.
Mike looks at his feet.,He looks at his feet.
Mike sneaks out.,He sneaks out.
Tracy pins up her thick hair.,He pins up her thick hair.
"With her hands on her hips, she stares hard at him.","With her hands on her hips, she stares hard at him."
Dexter casually sips his juice.,He casually sips his juice.
She pecks his cheek.,She pecks his cheek.
George stands slightly taller than she with trim wavy hair combed back from his face.,He stands slightly taller than she with trim wavy hair combed back from his face.
"He follows her slowly, his hands in his pockets.","He follows her slowly, his hands in his pockets."
She puts on a tunic like robe.,She puts on a tunic like robe.
I... She wanders back up the patio.,She wanders back up the patio.
He finds the champagne.,He finds the champagne.
"He nudges Mike toward a sofa, then sits on an ottoman beside him.","He nudges him toward a sofa, then sits on an ottoman beside him."
The lanky writer's knees bend in sharp angles as he plops onto the low cushions.,The lanky writer's knees bend in sharp angles as he plops onto the low cushions.
Dexter smirks as Mike drinks from the stack of cups.,He smirks as he drinks from the stack of cups.
Dexter's smirk breaks into a grin as he watches Mike attempt to hold himself steady.,He watches him attempt to hold himself steady.
Mike glances to his right and looks twice at Dexter's bookshelf.,He glances to his right and looks twice at his bookshelf.
"Mike cuts him a sly glance, then suddenly points.","He cuts him a sly glance, then suddenly points."
"As Mike pours a bit into the cup, Dexter patiently folds his hands together under the coffee table.","As he pours a bit into the cup, he patiently folds his hands together under the coffee table."
He stretches out in a wicker shez and toasts with his glass.,He stretches out in a wicker shez and toasts with his glass.
Tracy pushes the wheeled shez in circles.,She pushes the wheeled shez in circles.
She stares into his eyes.,She stares into his eyes.
She smiles seductively.,She smiles seductively.
Her clenched fist relaxes.,Her clenched fist relaxes.
and she lowers her eyes.,and she lowers her eyes.
She steps coyly away.,She steps coyly away.
"Batchfully, she looks into her glass.","Batchfully, she looks into her glass."
She turns to him.,She turns to him.
He clutches her to him.,He clutches her to him.
His trembling hands release her.,His trembling hands release her.
"Leaning on a column, she turns her back to him.","Leaning on a column, she turns her back to him."
He grabs her and kisses her forcefully.,He grabs her and kisses her forcefully.
"Catching her breath, she kisses him, wrapping her arms around his neck as he caresses her back.","Catching her breath, he kisses her, wrapping his arms around her neck as he caresses her back."
She brushes her cheek past his and hugs him tighter.,She brushes her cheek past his and hugs him tighter.
Dexter smirks as Tracy's bare toes curl around each other.,He smirks as her bare toes curl around each other.
Dexter's eyes dart with delight and he grins.,His eyes dart with delight and he grins.
George restlessly chews on his thumbnail.,He restlessly chews on his thumbnail.
Dexter frowns over George's shoulder.,He frowns over his shoulder.
"Mike swaggers back through the gallery, carrying his tuxedo pants and shirt.","He swaggers back through the gallery, carrying his tuxedo pants and shirt."
"Well, why you... Dexter pushes in and socks Mike to the floor.","Well, why you... He pushes in and socks him to the floor."
George rolls his shoulders and leaves.,He rolls his shoulders and leaves.
Dexter squats beside Mike.,He squats beside him.
Tracy glares at Mike.,He glares at him.
"Two years ago, Dexter takes Margaret's ring.","Two years ago, he takes her ring."
"Bracing his shoulders, Dexter plunges into the crowd.",He plunges into the crowd.
"Kane greets Emily at the breakfast table, both of them dressed in evening clothes.","He greets her at the breakfast table, both of them dressed in evening clothes."
"During one breakfast, Emily is reading the Chronicle.","During one breakfast, she is reading the Chronicle."
"An older cane glances at her with disdain, then buries his head in his own paper.","An older cane glances at her with disdain, then buries his head in his own paper."
They read in silence.,They read in silence.
"She goes to leave, but turns at the door, looking at Cain.","She goes to leave, but turns at the door, looking at him."
Kane rips the piece from the typewriter and starts to read.,He rips the piece from the typewriter and starts to read.
"Leland comes round woosly, looking down at his typewriter with a confused frown.","He comes round woosly, looking down at his typewriter with a confused frown."
He puts his half-finished cigar to his lips.,He puts his half-finished cigar to his lips.
Then Bernstein appears with a light.,Then he appears with a light.
Leland leaves Bernstein in the doorway and steps clumsily out across the deserted newsroom.,He leaves him in the doorway and steps clumsily out across the deserted newsroom.
"Kane is sitting at a typewriter, jacket off, working away with determined concentration.","He is sitting at a typewriter, jacket off, working away with determined concentration."
The reporters leave.,They leave.
"Somewhere on the property, thousands upon thousands of crates and boxes are piled up.","Somewhere on the property, thousands upon thousands of crates and boxes are piled up."
"Statues and furniture, artifacts and ornaments.","Statues and furniture, artifacts and ornaments."
