text_gt,text_gt_wo_char
"Still running, the Jims turn back in perfect unison, as Lester runs INTO FRAME, wearing a baggy sweatshirt and a pair of faded old sweatpants.","Still running, they turn back in perfect unison, as he runs INTO FRAME, wearing a baggy sweatshirt and a pair of faded old sweatpants."
"The Jims slow down until Lester catches up, then the three men run together in the early morning light.","The three men slow down until he catches up, then they run together in the early morning light."
"The Colonel stands, scowling, as Ricky comes out of the house, holding the URINE SAMPLE in front of him.","He stands, scowling, as he comes out of the house, holding the URINE SAMPLE in front of him."
"The Colonel is washing his Ford Explorer, squatting to scrub the bumper, when something Catches his eye: Lester and the Jims jog down the street.","He is washing his Ford Explorer, squatting to scrub the bumper, when something catches his eye: they jog down the street."
Lester breaks off from the two Jims and jogs up to Ricky and The Colonel out of breath.,He breaks off from them and jogs up to them out of breath.
"Lester grabs hold of his knees and bends over, panting.","He grabs hold of his knees and bends over, panting."
"Lester LAUGHS, and extends his hand to The Colonel","He LAUGHS, and extends his hand to her."
"Lester salutes The Colonel good-naturedly, grinning.","He salutes him good-naturedly, grinning."
An awkward beat.,An awkward beat.
Ricky heads into the house.,He heads into the house.
Lester waves at The Colonel then follows him.,He waves at him then follows him.
"The Colonel watches them go, his eyes dark.",His eyes dark.
"Ricky enters, followed by Lester","He enters, followed by him."
Ricky gives the URINE SPECIMEN to Lester then locks the door.,He gives the URINE SPECIMEN to him then locks the door.
Lester picks up a CD case from a shelf and examines it.,He picks up a CD case from a shelf and examines it.
Ricky crosses to a bureau and opens a DRAWER.,He crosses to a bureau and opens a drawer.
Ricky takes clothing out and piles it on his bed.,He takes clothing out and piles it on his bed.
"Ricky having emptied the drawer, now removes a FALSE BOTTOM, revealing rows of MARIJUANA, tightly packed in ZIP-LOC BAGS.","He removes a false bottom, revealing rows of marijuana, tightly packed in zip-loc bags."
Lester smiles.,He smiles.
This kid's cool.,He's cool.
"Carolyn carrying a basket of fresh cut ROSES, passes by the GARAGE WINDOW.","She carries a basket of fresh cut ROSES, passes by the GARAGE WINDOW."
"Carolyn stops and SNIFFS the air, frowning.","She stops and sniffs the air, frowning."
Carolyn peers through the window.,She peers through the window.
"Lester in a T-shirt and gym shorts, lies on a new WEIGHT BENCH, doing bench presses with shiny new BARBELLS.","He lies on a new WEIGHT BENCH, doing bench presses with shiny new BARBELLS."
The garage is in the process of becoming Lester sanctuary.,The garage is in the process of becoming his sanctuary.
"Lester finishes his last rep, straining, then puts the weights in their rack and sits up.","He finishes his last rep, straining, then puts the weights in their rack and sits up."
"Lester looks up, squinting at: The door raises to reveal Carolyn silhouetted against the bright sunlight outside, pointing a REMOTE at us.","He looks up, squinting at: The door raises to reveal she is silhouetted against the bright sunlight outside, pointing a REMOTE at us."
Lester leans back on the bench and grabs the weights.,He leans back on the bench and grabs the weights.
And Carolyn is gone.,And she is gone.
"Brad is seated behind his desk, reading a document.","He is seated behind his desk, reading a document."
"Lester sits across from him, smiling.","He sits across from him, smiling."
Brad LAUGHS.,He LAUGHS.
Brad stops laughing.,He stops laughing.
"Brad leans back in his chair, studying Lester","He leans back in his chair, studying her."
"Exhilarated, Lester walks down a corridor, his belongings in a box on his shoulder.","He walks down a corridor, his belongings in a box on his shoulder."
Lester is happier than Lester has been in years.,He is happier than he has been in years.
"Carolyn sits at a table, lost in thought.","She sits at a table, lost in thought."
There are two menus on the table.,There are two menus on the table.
"After a moment, Buddy Kane the Real Estate King, joins her.","After a moment, he joins her."
Carolyn immediately becomes warm and gracious.,She immediately becomes warm and gracious.
"Carolyn smiles, genuinely touched that Buddy remembers her name.","She smiles, genuinely touched that he remembers her name."
"Carolyn picks hers up mechanically, but continues to stare at him, enraptured, like a fervent Christian who's just come face to face with Jesus.","She picks hers up mechanically, but continues to stare at him, enraptured, like a fervent Christian who's just come face to face with Jesus."
"Ricky stands with his DIGICAM, videotaping something on the ground at his feet.","He stands with his DIGICAM, videotaping something on the ground at his feet."
"A DEAD BIRD lays on the ground, decomposing.","A dead bird lays on the ground, decomposing."
The camera JERKS up to discover Jane and Angela staring at us.,The camera JERKS up to discover he and she staring at us.
Angela looks at Jane trying not to laugh.,He looks at her trying not to laugh.
Angela falls out of frame as we ZOOM toward Jane,He falls out of frame as we ZOOM toward her.
Ricky lowers the Digicam.,He lowers the Digicam.
"Angela starts off, but Jane doesn't follow.","He starts off, but she doesn't follow."
Ricky smiles at her.,He watches her.
Angela stops and stares at her.,He stops and stares at her.
Carolyn and Buddy are in the middle of sex.,They are in the middle of sex.
"Lester is driving, smoking a joint.","He is driving, smoking a joint."
Lester TOYOTA CAMRY cruises through the streets.,he cruises through the streets.
Lester turns down the volume on the stereo.,He turns down the volume on the stereo.
"Lester pulls the car around to the WINDOW, where a teenage GIRL wearing a headset is waiting.","He pulls the car around to the window, where a teenage girl wearing a headset is waiting."
Lester pays her.,He pays her.
"As she hands him his food, Lester notices a SIGN in the corner of the window that reads.","As she hands him his food, he notices a SIGN in the corner of the window that reads."
Lester sits at a booth with The Manager a greasy kid wearing a white short sleeve shirt and a tie covered with the Mr.,He sits at a booth with him a greasy kid wearing a white short sleeve shirt and a tie covered with the Mr.
Smiley's logo.,her logo
"The Manager looks over Lester application, baffled.","He looks over his application, baffled."
"Carolyn and Buddy are in bed, post-sex.","They are in bed, post-sex."
They laugh.,They laugh.
"Carolyn sits up, eager to learn from the master.","She sits up, eager to learn from him."
"Carolyn is quick to pick up her cue and kisses him, ready for another round.","She is quick to pick up her cue and kisses him, ready for another round."
Ricky and Jane walk along without speaking.,They walk along without speaking.
Ricky seems comfortable with the silence; Jane doesn't.,He seems comfortable with the silence; she doesn't.
After a beat.,After a beat.
An automobile FUNERAL PROCESSION appears and begins to pass them slowly.,An automobile FUNERAL PROCESSION appears and begins to pass them slowly.
They watch the FUNERAL CARS pass.,They watch them pass.
"Barbara Fitts sits at the kitchen table, staring off into space as if hypnotized.","She sits at the kitchen table, staring off into space as if hypnotized."
"Behind her, Ricky enters, followed by Jane","Behind her, he enters, followed by her."
Barbara eyes flutter and Barbara turns to him slowly.,Her eyes flutter and she turns to him slowly.
